"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Rebel threat on the roads leaves Katmandu isolated KATMANDU, Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads, in a virtual blockade of Katmandu to press their demands for the release of ...","Rebel threat on the routing spreadsheet Katmandu isolated NEPAL, Nepalese The Tibetans capitalism was largely goblet off from the rest of the state on Nowadays after Maoist rebelling threatened to attack any vehicles traveling on main roads, in a virtual blockade of Nepalese to push their apps for the release of ...",0.0006276965141296387,0.6731035709381104,0,3,0,336,"Successful"
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.","Homesteaders settled in mammoth locality, but less likely to find work: StatsCan (Toronto Newspaperman) Canadian Press - MARKHAM (CP) - Gravest of the miraculously two trillion migratory who viens in Québec during the 1990s solved in one of the country's 27 census metropolitan areas, but incidentally discoveries it harder to find functions than natural-born populations, Statistics Canada notifying Nowadays.",0.000727236270904541,0.5776493549346924,0,3,0,587,"Successful"
"Sun postpones September user show Sun Microsystems Inc. has decided to postpone its September SunNetwork 2004 San Francisco user conference, and is contemplating merging the event with its JavaOne 2005 developer conference, scheduled for the end of June 2005.","Soleil postpones Seven tenants exposure Sunbeam Microsystems Inc. has decided to postpone its Feb SunNetwork 2004 San Francisco user conference, and is contemplating molten the facts with its JavaOne 2005 developer conference, projected for the cease of April 2005.",0.0033336281776428223,0.7655967473983765,3,2,3,373,"Successful"
"Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here. ","Olympians: Affective Zijlaard-van Moorsel proponent time hearing securities ATHENA : Dutch recycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympiad time trial kim medal here. ",0.0003352165222167969,0.5745710134506226,1,2,1,190,"Successful"
"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.","Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty elucidate of what is included is the back story taking place at the same zeit.",0.11707842350006104,0.6213291883468628,3,2,3,91,"Successful"
"Dutch cyclist defends Olympic gold AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday. ","Dutch scooter defends Olimpia gold LEYDEN  Pedaling Leontien Zijlaard-Van Moorsel won the first gold decorating for the Antilles at the Piraeus Olimpia Jeux on Wednesday. ",0.0003546476364135742,0.9690235257148743,1,0,1,179,"Successful"
"Kroger's Profit Up; Price Cuts Weigh  NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell.","Kroger's Pros Increasing; Awards Pieces Wt  NEW YORK (Reuters) - Costco Capitan., the superior woo.secs. shop, on  Thu advertised a 29 quotient rebounds in quarterly dividends due to  taxation scrutiny, but bonuses slitting to appealing consuming caused recipe  to waitress Wall Strada predict and exchanging slipped.",0.0008247494697570801,0.0013381242752075195,2,2,2,1040,"Failed"
"Expanding West Major League Soccer's two expansion teams, Real Salt Lake and Club Deportivo Chivas USA, will join the Western Conference for the 2005 season.","Growing Balkans Major Society Soccer's two expansion team, Real Salt Wu and Club Deportivo Chivas USA, will join the Western Lectures for the 2005 season.",0.024389207363128662,0.5763353109359741,1,0,1,140,"Successful"
"Pacers Activate Foster From Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.","Pacers Allow Foster From Injured Inventories (APS) PA - The Indies Dunleavy permits clinics Geoff Inspire from the defaced inscribed Ayer.",0.0004761219024658203,0.9257376194000244,1,0,1,382,"Successful"
"Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic partnership with the London Borough of Newham, Microsoft is close to signing a new broad three-year public sector agreement with the government. ","Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic association with the London Borough of Newham, Microsoft is close to signing a new broad three-year public sector agreement with the government. ",0.2854018211364746,0.6222623586654663,3,2,3,61,"Successful"
"Airlines Agree to Cut Flights at Chicago O'Hare  CHICAGO (Reuters) - U.S. airlines have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. aviation system,  federal officials said on Wednesday.","Airlines Agree to Cut Flights at Illinois O'Hare  PHILADELPHIA (Reuters) - U.S. airspace have agreed to limit  flights into Chicago's O'Hare International Airport to 88  arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut  congestion that has slowed the whole U.S. flying system,  federal officials said on Nowadays.",0.0021938681602478027,0.5222564339637756,2,3,2,211,"Successful"
"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia. ","Russia ready to contribute to settlement of South Ossetia litigation: Putin USSR, Elf. 18 (Xinhuanet) -- Russian Chairman Aleksander Putin said Hier that Russia is ready to contribute to a settlement of litigation between Georgia and its fractional province of South Ossetia. ",0.0008737444877624512,0.510387659072876,0,2,0,273,"Successful"
"NASA confident of debris solution Six months before NASA plans to return the shuttle to space, officials think they #39;ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel ","JPL convinced of leftover replying Sixes months before LOCKHEED agendas to yield the shuttle to separator, earners think they #39;ve substantially solved the stakes that doomed Columbia in 2003 -- junk arrives off its inflammatory ",0.0010843276977539062,0.9546946883201599,3,0,3,500,"Successful"
"Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear gas to break up a demonstration Wednesday held to protest the massacre of Congolese Tutsi refugees. ","Burundi Police Forcibly Disperse Tutsi Protest Police in Burundi #39;s capital, Bujumbura, used tear fuels to break up a demonstration Wednesday held to protest the cull of Congolese Burundi haitian. ",0.0013720989227294922,0.5995858907699585,0,3,0,109,"Successful"
"Veterans Committee counts for little The Hall of Fame released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for little The Hall of Famed released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",0.002811253070831299,0.9705751538276672,1,2,1,53,"Successful"
"Drive maker files counterclaims in patent suit Cornice blasts Seagate's suit over patents for tiny hard drives used in portable gadgets.","Drive maker dossier counterclaims in brevet suit Cornice blasts Seagate's suit over brevet for petit violent driving used in laptop gadgets.",0.028088390827178955,0.5744753479957581,3,0,3,182,"Successful"
"HP moves network scanning software into beta CHICAGO - Hewlett-Packard(HP) has moved its Active Counter Measures network security software into beta tests with a select group of European and North American customers in hopes of readying the product for a 2005 release, an HP executive said at the HP World conference here in Chicago Wednesday.","PS strides network scanning software into butthead CHICAGO - Hewlett-Packard(HP) has moved its Active Counter Measures network security software into imbeciles assay with a select group of European and Nord American shoppers in hopes of readying the manufacturing for a 2005 unhook, an PACKARD stewardship avowed at the PACKARD World conference here in Chicago Hoy.",0.003007650375366211,0.7469754815101624,3,2,3,449,"Successful"
"Martin announces major overhaul of key staff in Prime Minister's Office (Canadian Press) Canadian Press - OTTAWA (CP) - Paul Martin announced a major overhaul of his senior staff Wednesday, with several close confidants and one ex-cabinet minister handed major roles in the Prime Minister's Office in a post-election shakeup.","Martin herald critical reforming of elemental worker in Elemental Minister's Ministry (Canadian Journalism) Canadian Presse - MARKHAM (PA) - Pavel Malcolm emitted a momentous reconfigure of his superior manpower Domingos, with miscellaneous nearest confidants and one ex-cabinet dept awarded tai featured in the Elemental Minister's Bedroom in a post-election shakeup.",0.0006451010704040527,0.9330832362174988,0,3,0,881,"Successful"
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.","Geraldine assails Busch quotient deletion systems (AFP) AFP - Democracies Pai House sure Senator Juana Kerry prudence that President George walker. Bush's diagram to discontinued 70,000 sil from Europe and Asia would hinder the war on terrorism and embolden Norse Korea.",0.0006700754165649414,0.623883068561554,0,3,0,401,"Successful"
"Iraq cleric 'to end Najaf revolt' Shia cleric Moqtada Sadr reportedly agrees to end an uprising in the holy Iraqi city of Najaf.","Iranians pasteur 'to expiry Najaf revolt' Sze pasteur Moqtada Sadr reportedly agrees to finalised an uplifting in the santa Bagdad municipality of Basra.",0.0006132125854492188,0.6583045721054077,0,2,0,309,"Successful"
"Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.","Medtronic Quarterly Earnings Gain  INDIANAPOLIS (Reuters) - Medtronic Serv. &lt;paras HREF=""http://web.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lieutenant;/A&gt; on Mondays  talked its quarterly recompense climbs amid brisk requisitioning for facility  that manage illicit nucleus knocks and possessions used to resolving  the backbones.",0.0009574294090270996,0.0011993646621704102,2,2,2,702,"Failed"
"Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.","Airlines Agree to Cuts at O'Hare Federal officials domingos announced plans to temporarily dissected 37 flights operating at Chicago's O'Hare International Heathrow to help reduce the delay problems that ripple across the country.",0.0012385845184326172,0.6114641427993774,2,0,2,108,"Successful"
"Stock Prices Climb Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture well-priced shares, sending the Nasdaq composite index up 1.6 percent ahead of Google Inc.'s much-anticipated initial public offering of stock.    In afternoon trading, the Dow Jones industrial average gained 67.10, or 0.7 percent, to 10,039.93...","Inventories Rate Augmentation Coming of Skype IPO LATEST NY - Invert shivered off gains raw markets Wd to confiscating well-priced exchanges, transmit the Nasdaq composite indication up 1.6 percentage previously of Google Inc.'s much-anticipated initial public offerings of stock.    On mornings trading, the Dow Jones industrial midst purchased 67.10, or 0.7 n, to 10,039.93...",0.0007741451263427734,0.023480653762817383,0,0,0,789,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the oro medal in the maid #39;s road motorcyclists individual time experiments at the Vouliagmeni Medalist Centre in Acropolis on Nowadays. ",0.00035893917083740234,0.5194064974784851,1,0,1,173,"Successful"
"Medtronic Quarterly Net Up  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on brisk demand for devices  that manage irregular heart beats and products used to treat  the spine.","Medtronic Quarterly Network Rose  MANHATTAN (Reuters) - Medtronic Lnc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.s&lt;/A&gt; on Thu  talked its quarterly benefits pink on brisk application for devices  that handles inadequate center tops and merchandise used to addressing  the backbone.",0.0009185075759887695,0.0011444091796875,2,2,2,684,"Failed"
"Greek sprinters quit Games ATHENS (Reuters) - Greece #39;s top two sprinters have quit the Olympic Games after submitting their country to six days of embarrassment in a hide-and-seek contest with anti-doping enforcers. ","Athenian sprinters terminating Toys POSEIDON (Newsday) - Athenian #39;s senior two sprinters did halted the Olympics Toys after dispatched their sate to six time of snub in a hide-and-seek challenged with anti-doping executioners. ",0.00037217140197753906,0.34651434421539307,1,1,1,446,"Failed"
